Line #,Word
229,δὲ
229,μετ'
229,αὐτὸν
230,Γοργόνες
230,ἄπλητοί
230,τε
230,καὶ
230,οὐ
230,φαταὶ
230,ἐρρώοντο
231,ἱέμεναι
231,μαπέειν
231,ἐπὶ
231,δὲ
231,χλωροῦ
231,ἀδάμαντος
232,βαινουσέων
232,ἰάχεσκε
232,σάκος
232,μεγάλῳ
232,ὀρυμαγδῷ
233,ὀξέα
233,καὶ
233,λιγέως
233,ἐπὶ
233,δὲ
233,ζώνῃσι
233,δράκοντε
234,δοιὼ
234,ἀπῃωρεῦντ'
234,ἐπικυρτώοντε
234,κάρηνα
235,λίχμαζον
235,δ'
235,ἄρα
235,τώ
235,γε
235,μένει
235,δ'
235,ἐχάρασσον
235,ὀδόντας
236,ἄγρια
236,δερκομένω
236,ἐπὶ
236,δὲ
236,δεινοῖσι
236,καρήνοις
237,Γοργείοις
237,ἐδονεῖτο
237,μέγας
237,φόβος
237,οἳ
237,δ'
237,ὑπὲρ
237,αὐτέων
238,ἄνδρες
238,ἐμαρνάσθην
238,πολεμήια
238,τεύχε'
238,ἔχοντες
239,τοὶ
239,μὲν
239,ὑπὲρ
239,σφετέρης
239,πόλιος
239,σφετέρων
239,τε
239,τοκήων
240,λοιγὸν
240,ἀμύνοντες
240,τοὶ
240,δὲ
240,πραθέειν
240,μεμαῶτες
241,πολλοὶ
241,μὲν
241,κέατο
241,πλέονες
241,δ'
241,ἔτι
241,δῆριν
241,ἔχοντες
242,μάρνανθ'
242,αἱ
242,δὲ
242,γυναῖκες
242,ἐυδμήτων
242,ἐπὶ
242,πύργων
243,χαλκέων
243,ὀξὺ
243,βόων
243,κατὰ
243,δ'
243,ἐδρύπτοντο
243,παρειάς
244,ζωῇσιν
244,ἴκελαι
244,ἔργα
244,κλυτοῦ
244,Ἡφαίστοιο
245,ἄνδρες
245,δ'
245,οἳ
245,πρεσβῆες
245,ἔσαν
245,γῆράς
245,τε
245,μέμαρπεν
246,ἀθρόοι
246,ἔκτοσθεν
246,πυλέων
246,ἔσαν
246,ἂν
246,δὲ
246,θεοῖσι
247,χεῖρας
247,ἔχον
247,μακάρεσσι
247,περὶ
247,σφετέροισι
247,τέκεσσι
248,δειδιότες
248,τοὶ
248,δ'
248,αὖτε
248,μάχην
248,ἔχον
248,αἳ
248,δὲ
248,μετ'
248,αὐτοὺς
249,Κῆρες
249,κυάνεαι
249,λευκοὺς
249,ἀραβεῦσαι
249,ὀδόντας
250,δεινωποὶ
250,βλοσυροί
250,τε
250,δαφοινοί
250,τ'
250,ἄπλητοί
250,τε
251,δῆριν
251,ἔχον
251,περὶ
251,πιπτόντων
251,πᾶσαι
251,δ'
251,ἄρ'
251,ἵεντο
252,αἷμα
252,μέλαν
252,πιέειν
252,ὃν
252,δὲ
252,πρῶτον
252,μεμάποιεν
253,κείμενον
253,ἢ
253,πίπτοντα
253,νεούτατον
253,ἀμφὶ
253,μὲν
253,αὐτῷ
254,βάλλ<ον
254,ὁμῶς>
254,ὄνυχας
254,μεγάλους
254,ψυχὴ
254,δὲ
254,Ἄιδόσδε
254,κατῇεν
255,Τάρταρον
255,ἐς
255,κρυόενθ'
255,αἳ
255,δὲ
255,φρένας
255,εὖτ'
255,ἀρέσαντο
256,αἵματος
256,ἀνδρομέου
256,τὸν
256,μὲν
256,ῥίπτασκον
256,ὀπίσσω
257,ἂψ
257,δ'
257,ὅμαδον
257,καὶ
257,μῶλον
257,ἐθύνεον
257,αὖτις
257,ἰοῦσαι
258,Κλωθὼ
258,καὶ
258,Λάχεσίς
258,σφιν
258,ἐφέστασαν
258,ἣ
258,μὲν
258,ὑφήσσων
259,Ἄτροπος
259,οὔ
259,τι
259,πέλεν
259,μεγάλη
259,θεός
259,ἀλλ'
259,ἄρα
259,ἥ
259,γε
260,τῶν
260,γε
260,μὲν
260,ἀλλάων
260,προφερής
260,τ'
260,ἦν
260,πρεσβυτάτη
260,τε
261,πᾶσαι
261,δ'
261,ἀμφ'
261,ἑνὶ
261,φωτὶ
261,μάχην
261,δριμεῖαν
261,ἔθεντο
262,δεινὰ
262,δ'
262,ἐς
262,ἀλλήλας
262,δράκον
262,ὄμμασι
262,θυμήνασαι
263,ἐν
263,δ'
263,ὄνυχας
263,χεῖράς
263,τε
263,θρασείας
263,ἰσώσαντο
264,πὰρ
264,δ'
264,Ἀχλὺς
264,εἱστήκει
264,ἐπισμυγερή
264,τε
264,καὶ
264,αἰνή
265,χλωρὴ
265,ἀυσταλέη
265,λιμῷ
265,καταπεπτηυῖα
266,γουνοπαχής
266,μακροὶ
266,δ'
266,ὄνυχες
266,χείρεσσιν
266,ὑπῆσαν
267,τῆς
267,ἐκ
267,μὲν
267,ῥινῶν
267,μύξαι
267,ῥέον
267,ἐκ
267,δὲ
267,παρειῶν
268,αἷμ'
268,ἀπελείβετ'
268,ἔραζ'
268,ἣ
268,δ'
268,ἄπλητον
268,σεσαρυῖα
269,εἱστήκει
269,πολλὴ
269,δὲ
269,κόνις
269,κατενήνοθεν
269,ὤμους
270,δάκρυσι
270,μυδαλέη
270,παρὰ
270,δ'
270,εὔπυργος
270,πόλις
270,ἀνδρῶν
271,χρύσειαι
271,δέ
271,μιν
271,εἶχον
271,ὑπερθυρίοις
271,ἀραρυῖαι
272,ἑπτὰ
272,πύλαι
272,τοὶ
272,δ'
272,ἄνδρες
272,ἐν
272,ἀγλαΐαις
272,τε
272,χοροῖς
272,τε
273,τέρψιν
273,ἔχον
273,τοὶ
273,μὲν
273,γὰρ
273,ἐυσσώτρου
273,ἐπ'
273,ἀπήνης
274,ἤγοντ'
274,ἀνδρὶ
274,γυναῖκα
274,πολὺς
274,δ'
274,ὑμέναιος
274,ὀρώρει
275,τῆλε
275,δ'
275,ἀπ'
275,αἰθομένων
275,δαΐδων
275,σέλας
275,εἰλύφαζε
276,χερσὶν
276,ἐνὶ
276,δμῳῶν
276,ταὶ
276,δ'
276,ἀγλαΐῃ
276,τεθαλυῖαι
277,πρόσθ'
277,ἔκιον
277,τῇσιν
277,δὲ
277,χοροὶ
277,παίζοντες
277,ἕποντο
278,τοὶ
278,μὲν
278,ὑπὸ
278,λιγυρῶν
278,συρίγγων
278,ἵεσαν
278,αὐδὴν
279,ἐξ
279,ἁπαλῶν
279,στομάτων
279,περὶ
279,δέ
279,σφισιν
279,ἄγνυτο
279,ἠχώ
280,αἳ
280,δ'
280,ὑπὸ
280,φορμίγγων
280,ἄναγον
280,χορὸν
280,ἱμερόεντα
281,ἔνθεν
281,δ'
281,αὖθ'
281,ἑτέρωθε
281,νέοι
281,κώμαζον
281,ὑπ'
281,αὐλοῦ
282,τοί
282,γε
282,μὲν
282,αὖ
282,παίζοντες
282,ὑπ'
282,ὀρχηθμῷ
282,καὶ
282,ἀοιδῇ
283,τοί
283,γε
283,μὲν
283,αὖ
283,γελόωντες
283,ὑπ'
283,αὐλητῆρι
283,ἕκαστος
284,πρόσθ'
284,ἔκιον
284,πᾶσαν
284,δὲ
284,πόλιν
284,θαλίαι
284,τε
284,χοροί
284,τε
285,ἀγλαΐαι
285,τ'
285,εἶχον
285,τοὶ
285,δ'
285,αὖ
285,προπάροιθε
285,πόληος
286,νῶθ'
286,ἵππων
286,ἐπιβάντες
286,ἐθύνεον
286,οἱ
286,δ'
286,ἀροτῆρες
287,ἤρεικον
287,χθόνα
287,δῖαν
287,ἐπιστολάδην
287,δὲ
287,χιτῶνας
288,ἐστάλατ'
288,αὐτὰρ
288,ἔην
288,βαθὺ
288,λήιον
288,οἵ
288,γε
288,μὲν
288,ἤμων
289,αἰχμῇς
289,ὀξείῃσι
289,κορωνιόωντα
289,πέτηλα
290,βριθόμενα
290,σταχύων
290,ὡς
290,εἰ
290,Δημήτερος
290,ἀκτήν
291,οἳ
291,δ'
291,ἄρ'
291,ἐν
291,ἐλλεδανοῖσι
291,δέον
291,καὶ
291,ἔπιτνον
291,ἀλωῇ
292,οἳ
292,δ'
292,ἐτρύγων
292,οἴνας
292,δρεπάνας
292,ἐν
292,χερσὶν
292,ἔχοντες
293,οἳ
293,δ'
293,αὖτ'
293,ἐς
293,ταλάρους
293,ἐφόρευν
293,ὑπὸ
293,τρυγητήρων
294,λευκοὺς
294,καὶ
294,μέλανας
294,βότρυας
294,μεγάλων
294,ἀπὸ
294,ὄρχων
295,βριθομένων
295,φύλλοισι
295,καὶ
295,ἀργυρέῃς
295,ἑλίκεσσιν
296,οἳ
296,δ'
296,αὖτ'
296,ἐς
296,ταλάρους
296,ἐφόρευν
296,παρὰ
296,δέ
296,σφισιν
296,ὄρχος
297,χρύσεος
297,ἦν
297,κλυτὰ
297,ἔργα
297,περίφρονος
297,Ἡφαίστοιο
298,τοί
298,γε
298,μὲν
298,αὖ
298,παίζοντες
298,ὑπ'
298,αὐλητῆρι
298,ἕκαστος
299,σειόμενος
299,φύλλοισι
299,καὶ
299,ἀργυρέῃσι
299,κάμαξι
300,βριθόμενος
300,σταφυλῇσι
300,μελάνθησάν
300,γε
300,μὲν
300,αἵδε
301,οἵ
301,γε
301,μὲν
301,ἐτράπεον
301,τοὶ
301,δ'
301,ἤρυον
301,οἳ
301,δὲ
301,μάχοντο
302,πύξ
302,τε
302,καὶ
302,ἑλκηδόν
302,τοὶ
302,δ'
302,ὠκύποδας
302,λαγὸς
302,ᾕρευν
303,ἄνδρες
303,θηρευταί
303,καὶ
303,καρχαρόδοντε
303,κύνε
303,πρό
304,ἱέμενοι
304,μαπέειν
304,οἳ
304,δ'
304,ἱέμενοι
304,ὑπαλύξαι
305,πὰρ
305,δ'
305,αὐτοῖς
305,ἱππῆες
305,ἔχον
305,πόνον
305,ἀμφὶ
305,δ'
305,ἀέθλῳ
306,δῆριν
306,ἔχον
306,καὶ
306,μόχθον
306,ἐυπλεκέων
306,δ'
306,ἐπὶ
306,δίφρων
307,ἡνίοχοι
307,βεβαῶτες
307,ἐφίεσαν
307,ὠκέας
307,ἵππους
308,ῥυτὰ
308,χαλαίνοντες
308,τὰ
308,δ'
308,ἐπικροτέοντα
308,πέτοντο
309,ἅρματα
309,κολλήεντ'
309,ἐπὶ
309,δὲ
309,πλῆμναι
309,μέγ'
309,ἀύτευν
310,οἳ
310,μὲν
310,ἄρ'
310,ἀίδιον
310,εἶχον
310,πόνον
310,οὐδέ
310,ποτέ
310,σφιν
311,νίκη
311,ἐπηνύσθη
311,ἀλλ'
311,ἄκριτον
311,εἶχον
311,ἄεθλον
312,τοῖσι
312,δὲ
312,καὶ
312,προύκειτο
312,μέγας
312,τρίπος
312,ἐντὸς
312,ἀγῶνος
313,χρύσειος
313,κλυτὰ
313,ἔργα
313,περίφρονος
313,Ἡφαίστοιο
314,Ἀμφὶ
314,δ'
314,ἴτυν
314,ῥέεν
314,Ὠκεανὸς
314,πλήθοντι
314,ἐοικώς
315,πᾶν
315,δὲ
315,συνεῖχε
315,σάκος
315,πολυδαίδαλον
315,οἳ
315,δὲ
315,κατ'
315,αὐτὸν
316,κύκνοι
316,ἀερσιπόται
316,μεγάλ'
316,ἤπυον
316,οἵ
316,ῥά
316,τε
316,πολλοὶ
317,νῆχον
317,ἐπ'
317,ἄκρον
317,ὕδωρ
317,παρὰ
317,δ'
317,ἰχθύες
317,ἐκλονέοντο
318,θαῦμα
318,ἰδεῖν
318,καὶ
318,Ζηνὶ
318,βαρυκτύπῳ
318,οὗ
318,διὰ
318,βουλὰς
319,Ἥφαιστος
319,ποίησε
319,σάκος
319,μέγα
319,τε
319,στιβαρόν
319,τε
320,ἀρσάμενος
320,παλάμῃσι
320,τὸ
320,μὲν
320,Διὸς
320,ἄλκιμος
320,υἱὸς
321,πάλλεν
321,ἐπικρατέως
321,ἐπὶ
321,δ'
321,ἱππείου
321,θόρε
321,δίφρου
322,εἴκελος
322,ἀστεροπῇ
322,πατρὸς
322,Διὸς
322,αἰγιόχοιο
323,κοῦφα
323,βιβάς
323,τῷ
323,δ'
323,ἡνίοχος
323,κρατερὸς
323,Ἰόλαος
324,δίφρου
324,ἐπεμβεβαὼς
324,ἰθύνετο
324,καμπύλον
324,ἅρμα
325,Ἀγχίμολον
325,δέ
325,σφ'
325,ἦλθε
325,θεὰ
325,γλαυκῶπις
325,Ἀθήνη
326,καί
326,σφεας
326,θαρσύνουσ'
326,ἔπεα
326,πτερόεντα
326,προσηύδα
327,Χαίρετε
327,Λυγκῆος
327,γενεὴ
327,τηλεκλειτοῖο
328,νῦν
328,δὴ
328,Ζεὺς
328,κράτος
328,ὔμμι
328,διδοῖ
328,μακάρεσσιν
328,ἀνάσσων
329,Κύκνον
329,τ'
329,ἐξεναρεῖν
329,καὶ
329,ἀπὸ
329,κλυτὰ
329,τεύχεα
329,δῦσαι
330,ἄλλο
330,δέ
330,τοί
330,τι
330,ἔπος
330,ἐρέω
330,μέγα
330,φέρτατε
330,λαῶν
331,εὖτ'
331,ἂν
331,δὴ
331,Κύκνον
331,γλυκερῆς
331,αἰῶνος
331,ἀμέρσῃς
332,τὸν
332,μὲν
332,ἔπειτ'
332,αὐτοῦ
332,λιπέειν
332,καὶ
332,τεύχεα
332,τοῖο
333,αὐτὸς
333,δὲ
333,βροτολοιγὸν
333,Ἄρη'
333,ἐπιόντα
333,δοκεύσας
334,ἔνθα
334,κε
334,γυμνωθέντα
334,σάκευς
334,ὕπο
334,δαιδαλέοιο
335,ὀφθαλμοῖσιν
335,ἴδῃς
335,ἔνθ'
335,οὐτάμεν
335,ὀξέι
335,χαλκῷ
336,ἂψ
336,δ'
336,ἀναχάσσασθαι
336,ἐπεὶ
336,οὔ
336,νύ
336,τοι
336,αἴσιμόν
336,ἐστιν
337,οὔθ'
337,ἵππους
337,ἑλέειν
337,οὔτε
337,κλυτὰ
337,τεύχεα
337,τοῖο
338,Ὣς
338,εἰποῦσ'
338,ἐς
338,δίφρον
338,ἐβήσατο
338,δῖα
338,θεάων
339,νίκην
339,ἀθανάτῃς
339,χερσὶν
339,καὶ
339,κῦδος
339,ἔχουσα
340,ἐσσυμένως
340,τότε
340,δή
340,ῥα
340,διόγνητος
340,Ἰόλαος
341,σμερδαλέον
341,ἵπποισιν
341,ἐκέκλετο
341,τοὶ
341,δ'
341,ὑπ'
341,ὀμοκλῆς
342,ῥίμφ'
342,ἔφερον
342,θοὸν
342,ἅρμα
342,κονίοντες
342,πεδίοιο
343,ἐν
343,γάρ
343,σφιν
343,μένος
343,ἧκε
343,θεὰ
343,γλαυκῶπις
343,Ἀθήνη
344,αἰγίδ'
344,ἀνασσείσασα
344,περιστενάχησε
344,δὲ
344,γαῖα
345,τοὶ
345,δ'
345,ἄμυδις
345,προγένοντ'
345,ἴκελοι
345,πυρὶ
345,ἠὲ
345,θυέλλῃ
346,Κύκνος
346,θ'
346,ἱππόδαμος
346,καὶ
346,Ἄρης
346,ἀκόρητος
346,ἀυτῆς
347,τῶν
347,δ'
347,ἵπποι
347,μὲν
347,ἔπειθ'
347,ὑπεναντίοι
347,ἀλλήλοισιν
348,ὀξεῖα
348,χρέμισαν
348,περὶ
348,δέ
348,σφισιν
348,ἄγνυτο
348,ἠχώ
349,τὸν
349,πρότερος
349,προσέειπε
349,βίη
349,Ἡρακληείη
350,Κύκνε
350,πέπον
350,τί
350,νυ
350,νῶιν
350,ἐπίσχετον
350,ὠκέας
350,ἵππους
351,ἀνδράσιν
351,οἵ
351,τε
351,πόνου
351,καὶ
351,ὀιζύος
351,ἴδριές
351,εἰμεν;
352,ἀλλὰ
352,παρὲξ
352,ἔχε
352,δίφρον
352,ἐύξοον
352,ἠδὲ
352,κελεύθου
353,εἶκε
353,†
353,παρὲξ
353,ἰέναι
353,†
353,
353,Τρηχῖνάδε
353,τοι
353,παρελαύνω
354,ἐς
354,Κήυκα
354,ἄνακτα
354,ὃ
354,γὰρ
354,δυνάμει
354,τε
354,καὶ
354,αἰδοῖ
355,Τρηχῖνος
355,προβέβηκε
355,σὺ
355,δ'
355,εὖ
355,μάλα
355,οἶσθα
355,καὶ
355,αὐτός
356,τοῦ
356,γὰρ
356,ὀπυίεις
356,παῖδα
356,Θεμιστονόην
356,κυανῶπιν
357,ὦ
357,πέπον
357,οὐ
357,μὲν
357,γάρ
357,τοι
357,Ἄρης
357,θανάτοιο
357,τελευτὴν
358,ἀρκέσει
358,εἰ
358,δὴ
358,νῶι
358,συνοισόμεθα
358,πτολεμίζειν
359,ἤδη
359,μέν
359,τέ
359,ἕ
359,φημι
359,καὶ
359,ἄλλοτε
359,πειρηθῆναι
360,ἔγχεος
360,ἡμετέρου
360,ὅθ'
360,ὑπὲρ
360,Πύλου
360,ἠμαθόεντος
361,ἀντίος
361,ἔστη
361,ἐμεῖο
361,μάχης
361,ἄμοτον
361,μενεαίνων
362,τρὶς
362,μὲν
362,ἐμῷ
362,ὑπὸ
362,δουρὶ
362,τυπεὶς
362,ἠρείσατο
362,γαίῃ
363,οὐταμένου
363,σάκεος
363,τὸ
363,δὲ
363,τέτρατον
363,ἤλασα
363,μηρὸν
364,παντὶ
364,μένει
364,σπεύδων
364,διὰ
364,δὲ
364,μέγα
364,σαρκὸς
364,ἄραξα
365,πρηνὴς
365,δ'
365,ἐν
365,κονίῃσι
365,χαμαὶ
365,πέσεν
365,ἔγχεος
365,ὁρμῇ
366,ἔνθα
366,κε
366,δὴ
366,λωβητὸς
366,ἐν
366,ἀθανάτοισιν
366,ἐτύχθη
367,χερσὶν
367,ὕφ'
367,ἡμετέρῃσι
367,λιπὼν
367,ἔναρα
367,βροτόεντα
367,
368,Ὣς
368,ἔφατ'
368,οὐδ'
368,ἄρα
368,Κύκνος
368,ἐυμμελίης
368,ἐμενοίνα
369,τῷ
369,ἐπιπειθόμενος
369,ἐχέμεν
369,ἐρυσάρματας
369,ἵππους
370,δὴ
370,τότ'
370,ἀπ'
370,εὐπλεκέων
370,δίφρων
370,θόρον
370,αἶψ'
370,ἐπὶ
370,γαῖαν
371,παῖς
371,τε
371,Διὸς
371,μεγάλου
371,καὶ
371,Ἐνυαλίοιο
371,ἄνακτος
372,ἡνίοχοι
372,δ'
372,ἔμπλην
372,ἔλασαν
372,καλλίτριχας
372,ἵππους
373,τῶν
373,δ'
373,ὑπὸ
373,σευομένων
373,κανάχιζε
373,†
373,πόσ'
373,εὐρεῖα
373,χθών
373,†
374,ὡς
374,δ'
374,ὅτ'
374,ἀφ'
374,ὑψηλῆς
374,κορυφῆς
374,ὄρεος
374,μεγάλοιο
375,πέτραι
375,ἀποθρώσκωσιν
375,ἐπ'
375,ἀλλήλαις
375,δὲ
375,πέσωσι
376,πολλαὶ
376,δὲ
376,δρῦς
376,ὑψίκομοι
376,πολλαὶ
376,δέ
376,τε
376,πεῦκαι
377,αἴγειροί
377,τε
377,τανύρριζοι
377,ῥήγνυνται
377,ὑπ'
377,αὐτέων
378,ῥίμφα
378,κυλινδομένων
378,ἧος
378,πεδίονδ'
378,ἀφίκωνται
379,ὣς
379,οἳ
379,ἐπ'
379,ἀλλήλοισι
379,πέσον
379,μέγα
379,κεκλήγοντες
380,πᾶσα
380,δὲ
380,Μυρμιδόνων
380,τε
380,πόλις
380,κλειτή
380,τ'
380,Ἰαωλκὸς
381,Ἄρνη
381,τ'
381,ἠδ'
381,Ἑλίκη
381,Ἄνθειά
381,τε
381,ποιήεσσα
382,φωνῇ
382,ὑπ'
382,ἀμφοτέρων
382,μεγάλ'
382,ἴαχον
382,οἳ
382,δ'
382,ἀλαλητῷ
383,θεσπεσίῳ
383,σύνισαν
383,μέγα
383,δ'
383,ἔκτυπε
383,μητίετα
383,Ζεύς
384,κὰδ
384,δ'
384,ἄρ'
384,ἀπ'
384,οὐρανόθεν
384,ψιάδας
384,βάλεν
384,αἱματοέσσας
385,σῆμα
385,τιθεὶς
385,πολέμοιο
385,ἑῷ
385,μεγαθαρσέι
385,παιδί
386,οἷος
386,δ'
386,ἐν
386,βήσσῃς
386,ὄρεος
386,χαλεπὸς
386,προϊδέσθαι
387,κάπρος
387,χαυλιόδων
387,φρονέει
387,δὲ
387,θυμῷ
387,μαχέσασθαι
388,ἀνδράσι
388,θηρευτῇς
388,θήγει
388,δέ
388,τε
388,λευκὸν
388,ὀδόντα
389,δοχμωθείς
389,ἀφρὸς
389,δὲ
389,περὶ
389,στόμα
389,μαστιχόωντι
390,λείβεται
390,ὄσσε
390,δέ
390,οἱ
390,πυρὶ
390,λαμπετόωντι
390,ἔικτον
391,ὀρθὰς
391,δ'
391,ἐν
391,λοφιῇ
391,φρίσσει
391,τρίχας
391,ἀμφί
391,τε
391,δειρήν
392,τῷ
392,ἴκελος
392,Διὸς
392,υἱὸς
392,ἀφ'
392,ἱππείου
392,θόρε
392,δίφρου
393,ἦμος
393,δὲ
393,χλοερῷ
393,κυανόπτερος
393,ἠχέτα
393,τέττιξ
394,ὄζῳ
394,ἐφεζόμενος
394,θέρος
394,ἀνθρώποισιν
394,ἀείδειν
395,ἄρχεται
395,ᾧ
395,τε
395,πόσις
395,καὶ
395,βρῶσις
395,θῆλυς
395,ἐέρση
396,καί
396,τε
396,πανημέριός
396,τε
396,καὶ
396,ἠῷος
396,χέει
396,αὐδὴν
397,ἴδει
397,ἐν
397,αἰνοτάτῳ
397,ὅτε
397,τε
397,χρόα
397,Σείριος
397,ἄζει
398,τῆμος
398,δὴ
398,κέγχροισι
398,πέρι
398,γλῶχες
398,τελέθουσι
399,τούς
399,τε
399,θέρει
399,σπείρουσιν
399,ὅτ'
399,ὄμφακες
399,αἰόλλονται
400,οἷα
400,Διώνυσος
400,δῶκ'
400,ἀνδράσι
400,χάρμα
400,καὶ
400,ἄχθος
401,τὴν
401,ὥρην
401,μάρναντο
401,πολὺς
401,δ'
401,ὀρυμαγδὸς
401,ὀρώρει
402,ὡς
402,δὲ
402,λέοντε
402,δύω
402,ἀμφὶ
402,κταμένης
402,ἐλάφοιο
403,ἀλλήλοις
403,κοτέοντες
403,ἐπὶ
403,σφέας
403,ὁρμήσωσι
404,δεινὴ
404,δέ
404,σφ'
404,ἰαχὴ
404,ἄραβός
404,θ'
404,ἅμα
404,γίνετ'
404,ὀδόντων
404,
405,οἳ
405,δ'
405,ὥς
405,τ'
405,αἰγυπιοὶ
405,γαμψώνυχες
405,ἀγκυλοχῆλαι
406,πέτρῃ
406,ἐφ'
406,ὑψηλῇ
406,μεγάλα
406,κλάζοντε
406,μάχωνται
407,αἰγὸς
407,ὀρεσσινόμου
407,ἢ
407,ἀγροτέρης
407,ἐλάφοιο
408,πίονος
408,ἥν
408,τ'
408,ἐδάμασσε
408,βαλὼν
408,αἰζήιος
408,ἀνὴρ
409,ἰῷ
409,ἀπὸ
409,νευρῆς
409,αὐτὸς
409,δ'
409,ἀπαλήσεται
409,ἄλλῃ
410,χώρου
410,ἄιδρις
410,ἐών
410,οἳ
410,δ'
410,ὀτραλέως
410,ἐνόησαν
411,ἐσσυμένως
411,δέ
411,οἱ
411,ἀμφὶ
411,μάχην
411,δριμεῖαν
411,ἔθεντο
412,ὣς
412,οἳ
412,κεκλήγοντες
412,ἐπ'
412,ἀλλήλοισιν
412,ὄρουσαν
413,ἔνθ'
413,ἦ
413,τοι
413,Κύκνος
413,μέν
413,ὑπερμενέος
413,Διὸς
413,υἱὸν
414,κτεινέμεναι
414,μεμαώς
414,σάκει
414,ἔμβαλε
414,χάλκεον
414,ἔγχος
415,οὐδ'
415,ἔρρηξεν
415,χαλκός
415,ἔρυτο
415,δὲ
415,δῶρα
415,θεοῖο
416,Ἀμφιτρυωνιάδης
416,δέ
416,βίη
416,Ἡρακληείη
417,μεσσηγὺς
417,κόρυθός
417,τε
417,καὶ
417,ἀσπίδος
417,ἔγχεϊ
417,μακρῷ
418,αὐχένα
418,γυμνωθέντα
418,θοῶς
418,ὑπένερθε
418,γενείου
419,ἤλασ'
419,ἐπικρατέως
419,ἀπὸ
419,δ'
419,ἄμφω
419,κέρσε
419,τένοντε
420,ἀνδροφόνος
420,μελίη
420,μέγα
420,γὰρ
420,σθένος
420,ἔμπεσε
420,φωτός
421,ἤριπε
421,δ'
421,ὡς
421,ὅτε
421,τις
421,δρῦς
421,ἤριπεν
421,ἢ
421,ὅτε
421,πεύκη
422,ἠλίβατος
422,πληγεῖσα
422,Διὸς
422,ψολόεντι
422,κεραυνῷ
423,ὣς
423,ἔριπ'
423,ἀμφὶ
423,δέ
423,οἱ
423,βράχε
423,τεύχεα
423,ποικίλα
423,χαλκῷ
424,Τὸν
424,μὲν
424,ἔπειτ'
424,εἴασε
424,Διὸς
424,ταλακάρδιος
424,υἱός
425,αὐτὸς
425,δὲ
425,βροτολοιγὸν
425,Ἄρην
425,προσιόντα
425,δοκεύσας
426,δεινὸν
426,ὁρῶν
426,ὄσσοισι
426,λέων
426,ὣς
426,σώματι
426,κύρσας
427,ὅς
427,τε
427,μάλ'
427,ἐνδυκέως
427,ῥινὸν
427,κρατεροῖς
427,ὀνύχεσσι
428,σχίσσας
428,ὅττι
428,τάχιστα
428,μελίφρονα
428,θυμὸν
428,ἀπηύρα
429,ἐμ
429,μένεος
429,δ'
429,ἄρα
429,τοῦ
429,γε
429,κελαινὸν
429,πίμπλαται
429,ἦτορ
430,γλαυκιόων
430,δ'
430,ὄσσοις
430,δεινὸν
430,πλευράς
430,τε
430,καὶ
430,ὤμους
431,οὐρῇ
431,μαστιόων
431,ποσσὶν
431,γλάφει
431,οὐδέ
431,τις
431,αὐτὸν
432,ἔτλη
432,ἐς
432,ἄντα
432,ἰδὼν
432,σχεδὸν
432,ἐλθέμεν
432,οὐδὲ
432,μάχεσθαι
433,τοῖος
433,ἄρ'
433,Ἀμφιτρυωνιάδης
433,ἀκόρητος
433,ἀυτῆς
434,ἀντίος
434,ἔστη
434,Ἄρηος
434,ἐνὶ
434,φρεσὶ
434,θάρσος
434,ἀέξων
435,ἐσσυμένως
435,ὃ
435,δέ
435,οἱ
435,σχεδὸν
435,ἤλυθεν
435,ἀχνύμενος
435,κῆρ
436,ἀμφότεροι
436,δ'
436,ἰάχοντες
436,ἐπ'
436,ἀλλήλοισιν
436,ὄρουσαν
437,ὡς
437,δ'
437,ὅτ'
437,ἀπὸ
437,μεγάλου
437,πέτρη
437,πρηῶνος
437,ὀρούσῃ
438,μακρὰ
438,δ'
438,ἐπιθρώσκουσα
438,κυλίνδεται
438,ἣ
438,δέ
438,τε
438,ἠχῇ
439,ἔρχεται
439,ἐμμεμαυῖα
439,πάγος
439,δέ
439,οἱ
439,ἀντεβόλησεν
440,ὑψηλός
440,τῷ
440,δὴ
440,συνενείκεται
440,ἔνθα
440,μιν
440,ἴσχει
441,τὼς
441,<ἄρ'>
441,ὃ
441,μὲν
441,ἰαχῇ
441,βρισάρματος
441,οὔλιος
441,Ἄρης
442,κεκληγὼς
442,ἐπόρουσεν
442,ὃ
442,δ'
442,ἐμμαπέως
442,ὑπέδεκτο
443,αὐτὰρ
443,Ἀθηναίη
443,κούρη
443,Διὸς
443,αἰγιόχοιο
444,ἀντίη
444,ἦλθεν
444,Ἄρηος
444,ἐρεμνὴν
444,αἰγίδ'
444,ἔχουσα
445,δεινὰ
445,δ'
445,ὑπόδρα
445,ἰδοῦσ'
445,ἔπεα
445,πτερόεντα
445,προσηύδα
446,Ἆρες
446,ἔπισχε
446,μένος
446,κρατερὸν
446,καὶ
446,χεῖρας
446,ἀάπτους
447,οὐ
447,γάρ
447,τοι
447,θέμις
447,ἐστὶν
447,ἀπὸ
447,κλυτὰ
447,τεύχεα
447,δῦσαι
448,Ἡρακλέα
448,κτείναντα
448,Διὸς
448,θρασυκάρδιον
448,υἱόν
449,ἀλλ'
449,ἄγε
449,παῦε
449,μάχης
449,μηδ'
449,ἀντίος
449,ἵστασ'
449,ἐμεῖο
450,Ὣς
450,ἔφατ'
450,ἀλλ'
450,οὐ
450,πεῖθ'
450,Ἄρεος
